latitud_accidente,longitud_accidente,tipo_accidente,gravedad,fecha_siniestro,cantón,provincia,clima,numero_victimas
-2.269914,-77.866694,choque,leve,2024-11-01 12:02:12,Manta,Azuay,niebla,1
-4.404946,-79.814518,vuelco,grave,2024-09-10 19:56:20,Cuenca,Azuay,soleado,4
0.300729,-80.191442,atropello,leve,2025-07-05 08:19:23,Cuenca,Loja,soleado,4
-1.04238,-75.625318,colisión múltiple,grave,2023-09-16 04:55:09,Cuenca,Azuay,nublado,1
-1.627036,-78.340845,atropello,leve,2025-06-23 01:17:31,Cuenca,Azuay,soleado,1
-1.048731,-79.757592,colisión múltiple,fatal,2025-02-23 06:20:35,Loja,El Oro,nublado,2
-3.440708,-75.715211,atropello,grave,2023-07-11 07:20:12,Cuenca,Pichincha,niebla,4
0.863822,-80.175215,colisión múltiple,leve,2023-06-21 11:41:44,Cuenca,Pichincha,lluvia,1
-0.858225,-78.553282,vuelco,grave,2023-08-04 20:56:26,Quito,Loja,nublado,3
-0.223941,-78.296863,atropello,fatal,2024-05-04 22:33:11,Cuenca,El Oro,lluvia,4
-1.304034,-78.788032,vuelco,fatal,2025-11-07 04:33:29,Ambato,Azuay,lluvia,1
-3.963641,-79.759893,choque,grave,2024-10-10 18:20:20,Cuenca,Azuay,lluvia,3
-2.674972,-79.072098,choque,fatal,2023-08-24 22:12:56,Loja,Azuay,soleado,3
-1.515582,-75.444343,choque,grave,2023-04-18 03:59:42,Santo Domingo,Azuay,soleado,1
-3.664327,-76.71284,atropello,leve,2023-07-19 15:40:26,Santo Domingo,Azuay,niebla,1
1.227711,-80.223778,atropello,fatal,2025-06-08 08:28:22,Loja,Azuay,soleado,1
-4.044266,-76.273434,choque,grave,2023-10-14 21:54:19,Cuenca,Azuay,soleado,5
-2.262887,-80.019307,vuelco,leve,2025-05-28 22:05:13,Loja,Guayas,nublado,1
0.569856,-78.752745,vuelco,leve,2023-01-18 13:25:11,Cuenca,Azuay,lluvia,3
-1.543465,-75.208806,atropello,grave,2024-11-04 23:53:00,Cuenca,Loja,nublado,4
-1.799958,-76.654806,choque,grave,2025-08-28 03:56:53,Cuenca,Azuay,niebla,3
-2.722929,-80.052982,colisión múltiple,leve,2024-08-04 21:48:24,Cuenca,Azuay,nublado,4
1.704199,-76.928065,colisión múltiple,grave,2023-02-04 14:35:47,Quito,Azuay,soleado,1
1.624895,-80.355721,vuelco,leve,2025-10-14 10:59:26,Cuenca,Azuay,nublado,3
-1.548447,-75.585142,atropello,fatal,2025-09-05 19:17:39,Cuenca,Azuay,niebla,1
-2.509663,-79.723417,atropello,fatal,2024-10-04 21:17:14,Manta,El Oro,soleado,2
-3.48033,-80.107213,atropello,leve,2023-05-30 02:38:01,Loja,Azuay,lluvia,2
-2.564166,-76.70856,atropello,fatal,2025-02-19 05:40:31,Cuenca,Guayas,niebla,4
-0.594967,-79.131217,atropello,grave,2025-05-02 20:52:08,Manta,Azuay,lluvia,3
-0.735307,-80.918985,colisión múltiple,grave,2025-10-30 07:28:55,Ambato,Azuay,nublado,2
-4.422374,-78.603572,colisión múltiple,leve,2023-09-28 07:11:38,Quito,Azuay,soleado,1
-2.033711,-76.210695,choque,fatal,2024-12-27 16:00:51,Machala,Azuay,niebla,3
-3.981483,-79.711784,choque,leve,2024-12-10 10:59:09,Manta,Pichincha,niebla,3
-1.940343,-75.455731,atropello,fatal,2023-12-31 02:17:09,Cuenca,Loja,niebla,5
1.917574,-78.715456,choque,leve,2024-11-23 21:59:44,Santo Domingo,Azuay,soleado,2
-1.413459,-76.850909,atropello,fatal,2023-01-03 00:53:15,Loja,Azuay,soleado,1
-1.659708,-78.874866,colisión múltiple,grave,2025-05-09 13:16:27,Cuenca,Azuay,niebla,3
-2.417432,-79.302805,colisión múltiple,grave,2023-04-02 10:56:08,Cuenca,Tungurahua,niebla,2
-2.619766,-80.465207,atropello,grave,2024-05-19 07:31:36,Cuenca,Loja,lluvia,1
1.334558,-79.577258,atropello,fatal,2024-06-23 14:06:41,Cuenca,Guayas,nublado,2
1.033285,-79.774651,colisión múltiple,grave,2023-12-19 18:44:23,Cuenca,El Oro,soleado,4
0.173197,-77.943793,atropello,grave,2024-01-06 10:38:02,Cuenca,Azuay,soleado,4
-1.20021,-76.754544,choque,fatal,2023-04-26 10:12:57,Cuenca,Azuay,lluvia,5
-4.159649,-76.601056,vuelco,leve,2023-09-06 20:34:53,Ambato,Tungurahua,niebla,5
-3.15471,-80.453366,colisión múltiple,fatal,2025-10-30 21:47:58,Cuenca,Azuay,lluvia,1
-1.524932,-78.139723,choque,leve,2025-03-27 23:45:15,Cuenca,Loja,lluvia,1
1.815942,-77.350097,atropello,leve,2024-06-08 18:27:57,Cuenca,Azuay,lluvia,5
0.938053,-80.832388,vuelco,grave,2023-09-26 20:28:11,Cuenca,Manabí,niebla,3
-2.183821,-79.098135,colisión múltiple,grave,2023-02-28 09:59:20,Ambato,Santo Domingo de los Tsáchilas,lluvia,2
-1.228887,-78.944966,atropello,fatal,2025-09-21 20:18:09,Cuenca,Manabí,nublado,1
-0.654818,-79.205706,vuelco,grave,2025-01-29 21:24:17,Cuenca,Azuay,niebla,1
-3.61287,-78.039457,choque,fatal,2023-06-16 01:32:57,Cuenca,Guayas,nublado,4
1.625194,-77.609955,vuelco,fatal,2025-04-02 05:07:00,Manta,Loja,lluvia,3
-4.231838,-78.47647,atropello,leve,2025-09-23 19:38:33,Cuenca,Manabí,soleado,2
1.293774,-79.028344,choque,fatal,2024-08-02 13:20:37,Guayaquil,Santo Domingo de los Tsáchilas,soleado,2
-4.008059,-77.45854,colisión múltiple,leve,2024-01-02 09:29:54,Cuenca,Azuay,nublado,4
-2.07471,-79.920663,colisión múltiple,fatal,2023-04-04 06:48:04,Guayaquil,Guayas,lluvia,2
-4.308943,-78.491797,colisión múltiple,grave,2023-02-10 13:31:52,Quito,Loja,lluvia,1
-4.183724,-76.168152,colisión múltiple,fatal,2023-04-29 17:35:40,Guayaquil,Azuay,lluvia,1
-4.785169,-75.107579,vuelco,leve,2025-10-25 20:19:49,Loja,Azuay,soleado,3
1.697934,-77.207198,choque,grave,2024-02-05 09:06:59,Cuenca,Azuay,nublado,1
-1.59767,-76.659855,colisión múltiple,fatal,2024-02-22 20:01:52,Quito,Azuay,niebla,4
1.414954,-77.210806,choque,grave,2024-07-12 20:36:42,Cuenca,Azuay,lluvia,4
1.06751,-76.489743,colisión múltiple,grave,2023-09-24 03:25:32,Loja,Azuay,lluvia,3
-3.435473,-78.442566,colisión múltiple,fatal,2025-07-10 23:18:22,Cuenca,Loja,soleado,3
1.375021,-75.207062,colisión múltiple,leve,2025-05-27 17:14:40,Guayaquil,Azuay,lluvia,4
-3.665265,-77.814073,colisión múltiple,fatal,2024-10-23 06:46:36,Cuenca,Azuay,soleado,4
-3.017342,-80.538985,colisión múltiple,grave,2024-10-15 18:27:40,Manta,Tungurahua,niebla,1
-4.389128,-78.980957,colisión múltiple,grave,2023-05-15 03:53:17,Cuenca,Azuay,soleado,3
-2.670742,-78.511457,choque,fatal,2025-04-26 23:34:04,Manta,Azuay,niebla,2
-0.334841,-78.942942,colisión múltiple,grave,2024-03-12 06:50:44,Cuenca,Loja,nublado,1
-1.404097,-76.237676,colisión múltiple,grave,2025-09-16 06:19:52,Loja,El Oro,niebla,4
-0.822402,-80.697472,colisión múltiple,leve,2024-05-20 16:21:12,Loja,Azuay,lluvia,5
-2.017738,-79.059658,choque,fatal,2025-10-04 00:31:36,Santo Domingo,Tungurahua,nublado,4
1.617187,-79.298809,vuelco,grave,2023-11-25 15:55:24,Guayaquil,Loja,lluvia,4
1.385216,-76.090894,colisión múltiple,grave,2025-01-20 22:14:30,Loja,Azuay,soleado,3
-4.338646,-78.305306,vuelco,grave,2024-12-05 06:22:30,Machala,Guayas,soleado,3
-0.066245,-80.265343,choque,fatal,2025-06-12 10:04:15,Machala,Manabí,lluvia,3
-3.287423,-80.811049,colisión múltiple,leve,2025-10-02 23:30:52,Cuenca,Loja,lluvia,2
-1.306506,-78.429635,vuelco,fatal,2024-05-18 14:35:09,Machala,Azuay,niebla,3
1.118588,-79.956567,colisión múltiple,fatal,2023-11-12 20:25:26,Loja,Azuay,lluvia,1
-3.645831,-77.628258,vuelco,leve,2025-06-04 10:48:34,Cuenca,Azuay,soleado,4
-4.862225,-80.283574,vuelco,fatal,2024-08-01 23:16:33,Cuenca,Santo Domingo de los Tsáchilas,nublado,1
-4.536528,-80.960556,vuelco,grave,2023-11-04 23:57:13,Santo Domingo,El Oro,lluvia,3
-1.098591,-77.963922,atropello,leve,2023-03-11 01:00:23,Cuenca,Santo Domingo de los Tsáchilas,niebla,2
-4.796094,-77.189023,choque,leve,2024-02-24 00:40:01,Cuenca,Loja,niebla,1
-1.112352,-78.054527,colisión múltiple,grave,2023-11-29 04:13:20,Loja,Azuay,niebla,1
-3.829984,-80.979823,choque,leve,2024-08-30 03:46:14,Loja,Loja,lluvia,1
1.901972,-79.277583,choque,leve,2024-08-19 07:47:01,Cuenca,Azuay,niebla,4
0.01737,-78.909601,colisión múltiple,grave,2025-06-16 16:09:27,Quito,Azuay,niebla,2
0.99607,-77.855109,choque,leve,2024-01-28 14:03:46,Cuenca,Loja,soleado,5
0.492535,-76.89497,colisión múltiple,grave,2025-05-07 10:12:07,Cuenca,Loja,niebla,3
1.640044,-75.931125,choque,fatal,2025-05-16 14:50:18,Loja,Azuay,nublado,1
-4.297678,-77.774115,choque,leve,2025-09-01 09:26:00,Ambato,Azuay,soleado,5
1.016388,-76.694521,vuelco,fatal,2025-08-13 23:32:25,Cuenca,Azuay,nublado,3
-4.334057,-77.487344,vuelco,fatal,2024-05-06 20:41:58,Ambato,Azuay,niebla,5
-0.409537,-76.185186,vuelco,grave,2024-05-13 11:36:00,Loja,Azuay,nublado,5
-4.148895,-77.908317,atropello,grave,2024-11-09 18:07:46,Cuenca,Santo Domingo de los Tsáchilas,nublado,3
1.871702,-79.50193,colisión múltiple,grave,2024-01-28 16:43:08,Cuenca,Guayas,soleado,5
-2.952925,-76.936312,atropello,fatal,2024-04-11 14:00:34,Cuenca,Azuay,niebla,3
-3.296813,-76.735772,atropello,grave,2023-10-20 22:33:18,Ambato,Azuay,nublado,5
-3.817836,-79.714672,choque,grave,2024-06-15 21:44:54,Cuenca,Manabí,nublado,4
-2.086791,-77.485128,atropello,leve,2025-07-14 09:33:56,Loja,Loja,lluvia,3
-2.620557,-77.781676,choque,grave,2025-06-07 14:32:36,Cuenca,Guayas,nublado,5
1.444464,-77.075714,colisión múltiple,leve,2023-09-20 14:57:32,Loja,Azuay,lluvia,2
-0.382605,-77.452001,atropello,grave,2023-09-04 15:14:24,Cuenca,Azuay,soleado,4
-0.908082,-75.435835,colisión múltiple,grave,2023-06-12 14:23:55,Cuenca,Azuay,soleado,1
-3.563226,-77.731808,vuelco,fatal,2025-09-06 02:17:50,Loja,Azuay,niebla,4
1.683323,-75.04599,vuelco,fatal,2024-01-06 20:04:45,Loja,Loja,soleado,4
-2.447012,-79.414413,colisión múltiple,fatal,2023-05-05 23:18:10,Loja,Loja,lluvia,1
-2.496136,-75.439724,atropello,fatal,2024-08-26 06:20:31,Santo Domingo,Tungurahua,lluvia,5
-1.274145,-80.857749,colisión múltiple,leve,2023-07-14 12:51:33,Cuenca,Azuay,niebla,5
-3.505891,-78.914178,colisión múltiple,leve,2024-09-30 09:50:20,Loja,Azuay,soleado,1
-4.93804,-77.790993,atropello,fatal,2024-06-11 14:53:30,Cuenca,Azuay,nublado,4
-3.005177,-75.205705,atropello,leve,2024-10-30 19:03:22,Ambato,Azuay,lluvia,3
-4.158371,-78.595705,colisión múltiple,grave,2024-09-22 11:49:04,Loja,Azuay,lluvia,2
-3.019317,-78.028098,vuelco,grave,2023-08-18 22:17:29,Manta,Azuay,nublado,3
-3.207456,-75.752108,choque,fatal,2023-12-28 21:07:33,Loja,Azuay,nublado,1
0.57405,-77.012547,choque,fatal,2023-04-01 16:29:59,Cuenca,Azuay,niebla,2
1.66879,-78.179557,atropello,fatal,2023-12-15 20:10:28,Loja,Azuay,soleado,3
1.948753,-76.485062,colisión múltiple,grave,2024-06-05 19:28:52,Cuenca,Azuay,niebla,5
-0.750909,-76.693593,colisión múltiple,leve,2024-02-14 17:13:54,Cuenca,Azuay,nublado,1
-4.581134,-76.785991,vuelco,leve,2023-11-30 21:55:32,Loja,Loja,niebla,4
-0.806403,-77.711195,atropello,fatal,2023-11-27 17:38:12,Guayaquil,Loja,soleado,3
1.494538,-78.824421,vuelco,leve,2023-05-11 22:25:50,Cuenca,Azuay,nublado,4
1.697766,-75.956285,colisión múltiple,grave,2023-04-21 02:36:35,Loja,Azuay,nublado,5
-0.389087,-79.584339,choque,leve,2024-01-26 12:44:20,Cuenca,Azuay,lluvia,3
-3.275738,-78.066114,vuelco,grave,2023-12-28 18:29:10,Cuenca,Santo Domingo de los Tsáchilas,niebla,4
1.095764,-80.260971,vuelco,grave,2025-06-11 01:21:29,Loja,Azuay,lluvia,5
-1.798672,-80.774972,vuelco,grave,2025-11-02 14:12:11,Guayaquil,Pichincha,soleado,5
1.95713,-79.992597,vuelco,grave,2025-01-28 23:58:39,Cuenca,Azuay,nublado,4
-2.328295,-75.089274,atropello,fatal,2024-10-20 18:57:41,Cuenca,Pichincha,niebla,3
-4.176137,-77.347101,colisión múltiple,fatal,2023-11-24 19:55:44,Loja,Azuay,niebla,2
-0.961315,-75.321174,vuelco,leve,2023-03-15 20:54:52,Loja,Loja,nublado,1
1.996992,-75.965294,colisión múltiple,fatal,2024-05-16 13:18:26,Loja,Pichincha,nublado,2
-3.695317,-76.597546,choque,fatal,2025-03-22 01:44:38,Guayaquil,Loja,lluvia,5
-3.028181,-80.367514,choque,grave,2024-07-23 06:02:05,Loja,Azuay,soleado,4
-2.497343,-79.654623,vuelco,leve,2023-01-04 14:40:19,Quito,Azuay,soleado,4
-0.430816,-78.447005,colisión múltiple,fatal,2025-05-06 14:38:58,Quito,Manabí,lluvia,2
-1.237778,-75.059671,atropello,grave,2024-05-08 08:17:27,Cuenca,Azuay,nublado,5
1.078829,-78.44726,choque,fatal,2023-07-17 23:19:50,Guayaquil,Loja,nublado,2
0.769059,-77.594058,choque,grave,2024-10-15 11:03:23,Cuenca,Loja,nublado,5
-0.707417,-80.859323,atropello,leve,2024-09-13 14:15:07,Cuenca,Tungurahua,nublado,1
1.234706,-78.049625,vuelco,fatal,2024-08-15 19:12:29,Cuenca,Azuay,lluvia,4
0.791565,-79.244065,colisión múltiple,fatal,2025-12-25 01:25:17,Loja,Loja,niebla,3
-1.62064,-79.875679,choque,fatal,2024-11-24 22:22:23,Loja,Azuay,soleado,3
1.273041,-80.622978,atropello,grave,2025-10-15 19:58:40,Cuenca,Pichincha,soleado,5
-4.765158,-77.95995,choque,grave,2025-03-02 09:48:22,Cuenca,Santo Domingo de los Tsáchilas,lluvia,4
-3.429467,-78.943979,colisión múltiple,fatal,2025-09-02 08:47:22,Guayaquil,Azuay,lluvia,1
-0.445294,-75.757418,vuelco,leve,2024-07-17 02:14:30,Cuenca,Loja,soleado,1
-1.234915,-77.296661,atropello,fatal,2025-02-14 11:49:30,Cuenca,Azuay,lluvia,1
0.678932,-80.165203,choque,grave,2023-05-26 04:23:07,Cuenca,Azuay,lluvia,2
0.887602,-78.138005,choque,grave,2025-12-10 11:52:50,Cuenca,Loja,soleado,1
0.914227,-80.273211,choque,grave,2025-04-28 00:07:48,Cuenca,Azuay,nublado,5
-1.513884,-75.562572,vuelco,grave,2024-08-13 07:11:58,Santo Domingo,Azuay,lluvia,3
-1.989106,-77.906899,vuelco,grave,2023-06-05 22:22:12,Cuenca,Azuay,lluvia,2
-0.297869,-78.88158,colisión múltiple,grave,2024-02-15 07:51:11,Santo Domingo,Tungurahua,soleado,2
-4.799036,-80.08899,vuelco,grave,2025-07-20 08:53:29,Loja,Azuay,soleado,1
1.743093,-76.427516,vuelco,leve,2024-01-07 07:55:40,Loja,Pichincha,lluvia,5
1.870211,-77.653873,atropello,fatal,2023-09-19 08:26:58,Cuenca,Azuay,niebla,4
-1.558604,-77.083811,atropello,fatal,2023-08-10 02:28:16,Guayaquil,Loja,niebla,2
-0.254349,-77.082367,atropello,fatal,2025-01-01 13:58:41,Loja,Guayas,niebla,1
0.842574,-75.490878,vuelco,leve,2024-07-22 08:56:46,Cuenca,Azuay,soleado,4
-2.062796,-79.142519,atropello,leve,2025-11-02 00:09:56,Guayaquil,Loja,niebla,5
1.028315,-76.705082,vuelco,grave,2025-09-13 02:22:34,Cuenca,Azuay,lluvia,3
0.982357,-75.495156,colisión múltiple,fatal,2024-01-27 23:33:00,Santo Domingo,Azuay,niebla,5
-0.046391,-79.36179,colisión múltiple,grave,2025-08-02 16:49:21,Ambato,Loja,nublado,4
-4.946145,-77.578454,choque,leve,2023-10-06 13:25:11,Cuenca,Manabí,lluvia,4
1.468047,-77.84504,choque,leve,2023-07-19 20:04:58,Loja,Azuay,nublado,3
-4.705914,-76.725949,colisión múltiple,fatal,2024-07-22 10:30:35,Cuenca,Azuay,niebla,1
1.932896,-75.269615,colisión múltiple,leve,2023-05-06 01:54:57,Loja,Guayas,niebla,3
-4.354461,-75.943746,vuelco,grave,2023-09-10 20:04:12,Loja,Azuay,nublado,4
1.604318,-75.619308,colisión múltiple,fatal,2023-05-13 10:54:56,Cuenca,Azuay,lluvia,3
-3.30848,-77.576683,colisión múltiple,leve,2023-07-19 05:12:25,Cuenca,Azuay,niebla,2
1.751515,-75.901943,atropello,fatal,2024-11-22 17:15:41,Cuenca,Azuay,nublado,2
0.865087,-79.934334,atropello,fatal,2023-03-17 04:19:12,Manta,Azuay,soleado,3
0.060145,-76.431848,choque,leve,2024-10-08 12:01:16,Manta,Loja,niebla,2
-3.259645,-79.157318,vuelco,fatal,2024-08-02 18:25:43,Cuenca,Pichincha,lluvia,4
0.261737,-75.73149,atropello,leve,2023-07-31 19:04:24,Cuenca,Loja,niebla,1
1.346965,-79.255595,vuelco,grave,2023-09-03 14:01:36,Cuenca,Azuay,soleado,4
-3.087713,-75.914003,vuelco,leve,2025-10-29 10:57:58,Cuenca,Guayas,nublado,5
0.348384,-79.429151,atropello,fatal,2024-07-06 21:12:26,Loja,Azuay,niebla,1
-2.146384,-77.012017,colisión múltiple,grave,2024-08-22 22:52:00,Guayaquil,Santo Domingo de los Tsáchilas,lluvia,4
-3.458972,-80.419302,choque,fatal,2025-01-21 14:53:29,Cuenca,Azuay,soleado,5
-4.959375,-75.452304,atropello,grave,2023-12-06 22:10:08,Ambato,El Oro,lluvia,5
-0.091961,-78.815275,atropello,leve,2023-04-06 19:36:07,Cuenca,Azuay,soleado,2
1.632754,-80.185414,colisión múltiple,grave,2023-06-06 22:22:05,Cuenca,Loja,nublado,2
1.303769,-77.438433,colisión múltiple,fatal,2023-05-24 02:38:51,Cuenca,Loja,niebla,1
-0.373179,-77.400889,choque,leve,2024-06-07 16:04:23,Cuenca,Pichincha,niebla,4
-4.812012,-77.782266,atropello,leve,2024-12-10 11:46:44,Cuenca,Manabí,niebla,2
-1.755898,-78.44526,choque,fatal,2023-05-30 03:31:19,Ambato,Loja,lluvia,5
-0.359472,-79.986212,colisión múltiple,fatal,2025-07-11 09:31:32,Loja,Guayas,soleado,1
-1.985375,-78.681641,choque,grave,2025-03-01 19:07:33,Machala,Pichincha,niebla,3
-2.801473,-79.910163,vuelco,leve,2024-08-14 14:48:00,Loja,Azuay,soleado,4
0.346121,-80.750911,vuelco,fatal,2023-03-19 23:01:05,Cuenca,Azuay,lluvia,3
-4.673351,-79.189542,atropello,grave,2024-09-16 14:30:20,Loja,Tungurahua,niebla,2
-2.599059,-75.54968,colisión múltiple,fatal,2023-12-13 15:15:22,Ambato,Azuay,soleado,1
-4.271632,-75.869588,colisión múltiple,fatal,2025-03-08 18:54:26,Loja,Azuay,niebla,3
-0.845504,-75.273697,vuelco,grave,2024-09-28 11:38:02,Cuenca,Azuay,soleado,1
-2.095125,-77.299939,atropello,grave,2023-08-24 16:47:36,Cuenca,Azuay,soleado,1
-4.897266,-77.331359,vuelco,fatal,2024-07-29 17:33:28,Loja,Guayas,nublado,4
-1.773827,-80.035047,atropello,leve,2023-04-11 14:51:48,Loja,Azuay,soleado,4
1.712879,-79.573466,atropello,fatal,2025-03-24 15:02:56,Manta,Tungurahua,soleado,2
-2.572878,-75.79318,colisión múltiple,grave,2024-05-26 15:39:30,Loja,Azuay,soleado,5
-1.911124,-79.778384,atropello,grave,2023-11-29 23:23:00,Cuenca,Azuay,lluvia,1
-1.05769,-75.706121,choque,grave,2025-12-27 22:55:56,Cuenca,Tungurahua,nublado,2
-2.712025,-79.832105,colisión múltiple,leve,2024-02-22 03:10:53,Cuenca,Loja,lluvia,5
-1.872247,-77.990746,choque,fatal,2025-05-02 21:02:40,Loja,Loja,nublado,1
-0.427074,-80.61446,atropello,fatal,2024-02-04 04:58:41,Machala,Santo Domingo de los Tsáchilas,lluvia,2
-0.23177,-80.440809,vuelco,grave,2023-10-30 08:05:10,Cuenca,Santo Domingo de los Tsáchilas,niebla,4
-4.414028,-79.786257,atropello,leve,2024-11-25 23:01:16,Ambato,Azuay,nublado,1
-0.752093,-77.04807,vuelco,grave,2025-12-18 11:21:48,Loja,Loja,soleado,2
-0.077609,-79.785971,atropello,fatal,2024-03-03 10:43:50,Loja,Azuay,nublado,1
-4.159998,-76.754892,atropello,leve,2024-12-20 21:30:24,Cuenca,Loja,lluvia,2
-2.738273,-78.890668,choque,fatal,2024-06-24 12:49:40,Loja,Pichincha,lluvia,4
-4.501549,-76.023379,atropello,fatal,2024-01-06 20:03:14,Loja,Azuay,soleado,1
0.756372,-79.271374,vuelco,fatal,2023-10-09 21:46:25,Cuenca,Azuay,nublado,1
-3.979832,-77.498411,colisión múltiple,fatal,2023-07-21 19:03:37,Cuenca,Azuay,soleado,5
-0.851573,-75.101062,atropello,leve,2023-08-31 10:55:16,Ambato,Azuay,lluvia,2
-0.527811,-79.90448,vuelco,grave,2023-05-03 19:21:24,Guayaquil,El Oro,niebla,1
-1.745641,-76.140971,choque,grave,2024-06-01 00:45:41,Loja,Azuay,soleado,1
1.202665,-76.647592,atropello,leve,2024-08-26 15:11:01,Cuenca,Santo Domingo de los Tsáchilas,lluvia,1
0.248793,-80.69153,atropello,fatal,2023-09-08 05:11:03,Machala,Tungurahua,nublado,5
1.677568,-75.47583,vuelco,grave,2025-04-13 01:14:36,Cuenca,Azuay,soleado,4
-2.988337,-80.938479,colisión múltiple,fatal,2024-10-01 23:09:16,Cuenca,Azuay,lluvia,2
-0.084639,-77.591256,vuelco,grave,2024-03-15 01:41:08,Cuenca,Tungurahua,soleado,4
1.518803,-80.229581,choque,leve,2023-12-21 14:53:52,Loja,Loja,lluvia,5
-1.492809,-76.742709,atropello,grave,2024-09-13 00:35:40,Cuenca,Azuay,niebla,2
-4.783438,-77.234213,colisión múltiple,grave,2023-07-22 19:47:19,Cuenca,Santo Domingo de los Tsáchilas,soleado,5
-1.542932,-75.767543,colisión múltiple,fatal,2025-01-13 14:13:39,Cuenca,El Oro,soleado,2
-0.017594,-79.543715,vuelco,grave,2025-12-26 04:30:50,Manta,Loja,lluvia,1
-4.147633,-76.75985,choque,fatal,2024-05-07 15:45:22,Cuenca,Loja,nublado,3
-0.289507,-75.892054,colisión múltiple,grave,2023-02-22 02:17:47,Guayaquil,Manabí,niebla,1
-2.545359,-78.151816,atropello,leve,2025-07-03 21:10:01,Quito,Azuay,soleado,1
-1.075181,-78.422942,atropello,leve,2025-01-16 01:55:49,Santo Domingo,Azuay,lluvia,2
-3.788148,-77.004891,atropello,grave,2023-05-09 23:05:50,Cuenca,Pichincha,lluvia,2
1.260678,-75.949263,choque,leve,2025-02-01 02:11:30,Ambato,Azuay,soleado,4
-4.561958,-76.985347,atropello,leve,2023-07-16 02:55:00,Cuenca,Santo Domingo de los Tsáchilas,niebla,4
0.48482,-80.139116,atropello,grave,2023-05-14 08:33:03,Cuenca,El Oro,soleado,1
0.122881,-79.893105,atropello,fatal,2024-11-11 05:05:14,Cuenca,Azuay,soleado,1
0.852869,-76.325948,vuelco,leve,2025-02-03 12:43:47,Quito,Azuay,niebla,1
-1.876923,-76.484686,vuelco,fatal,2023-02-06 08:54:22,Manta,Azuay,soleado,4
-3.09178,-76.025797,choque,grave,2025-09-04 17:12:36,Cuenca,Santo Domingo de los Tsáchilas,niebla,3
-2.100313,-78.725312,colisión múltiple,fatal,2025-12-22 02:19:51,Cuenca,Pichincha,soleado,2
-3.391794,-76.268189,colisión múltiple,grave,2023-12-10 22:44:29,Manta,Azuay,soleado,2
-1.055908,-80.824074,colisión múltiple,grave,2024-12-07 07:14:41,Ambato,Azuay,nublado,4
-1.00435,-77.51362,choque,fatal,2025-09-03 12:03:14,Guayaquil,Azuay,niebla,2
-3.063034,-80.577512,colisión múltiple,grave,2023-11-11 23:55:27,Cuenca,Azuay,niebla,2
-4.191282,-75.577361,atropello,leve,2023-07-31 07:04:15,Cuenca,Loja,niebla,5
-2.121985,-80.666607,choque,leve,2023-04-10 17:38:22,Quito,Azuay,lluvia,1
-4.601798,-80.927396,colisión múltiple,fatal,2024-07-13 03:48:39,Loja,Tungurahua,nublado,5
-0.55251,-79.597704,choque,grave,2024-01-27 12:24:24,Cuenca,Loja,nublado,3
-2.061918,-75.861929,atropello,leve,2023-02-21 00:20:35,Loja,Pichincha,nublado,1
1.792875,-78.650918,choque,fatal,2025-11-17 02:15:00,Cuenca,Azuay,lluvia,3
-0.893367,-80.792683,choque,grave,2024-02-25 07:38:17,Cuenca,Azuay,nublado,5
0.507286,-80.55667,choque,fatal,2025-05-01 16:56:20,Loja,Santo Domingo de los Tsáchilas,niebla,5
-2.514962,-75.149792,choque,fatal,2025-08-10 22:56:00,Cuenca,Azuay,nublado,2
-0.010122,-79.343295,atropello,fatal,2024-12-18 17:08:46,Cuenca,Azuay,niebla,1
-1.534588,-75.724767,colisión múltiple,fatal,2025-09-06 18:45:36,Guayaquil,Azuay,soleado,2
0.675941,-77.576236,choque,grave,2025-03-06 06:25:06,Loja,Loja,lluvia,2
-4.148965,-78.035067,vuelco,fatal,2025-08-20 05:55:30,Cuenca,Loja,niebla,3
0.251283,-80.492472,atropello,leve,2025-10-17 04:15:21,Loja,Azuay,niebla,1
-3.165683,-80.736968,colisión múltiple,grave,2025-08-21 19:47:00,Cuenca,Azuay,nublado,5
-0.904748,-79.061865,colisión múltiple,grave,2025-03-14 01:35:54,Loja,Loja,soleado,2
1.691175,-78.489658,vuelco,grave,2025-07-10 21:22:51,Cuenca,Loja,lluvia,5
-4.905007,-78.782693,atropello,leve,2024-02-25 13:45:30,Loja,Azuay,lluvia,3
-3.028763,-75.69194,atropello,fatal,2023-10-15 13:55:31,Cuenca,Azuay,lluvia,1
0.728531,-75.114226,choque,grave,2025-02-19 00:39:07,Loja,Azuay,nublado,3
-1.551182,-76.526273,colisión múltiple,leve,2023-10-23 22:48:37,Manta,Loja,niebla,5
-2.6993,-78.535876,vuelco,grave,2025-08-06 15:35:46,Cuenca,Tungurahua,niebla,3
1.641894,-75.646789,vuelco,leve,2024-09-28 10:15:34,Loja,Azuay,niebla,3
-2.241849,-80.845688,atropello,fatal,2024-04-22 20:34:58,Santo Domingo,Manabí,nublado,3
-3.723372,-80.681478,atropello,fatal,2023-04-25 22:08:48,Cuenca,Loja,lluvia,5
-3.751386,-77.643692,colisión múltiple,fatal,2025-04-02 07:38:21,Santo Domingo,Loja,niebla,3
-0.844456,-75.218877,atropello,grave,2023-10-30 06:03:19,Cuenca,Azuay,niebla,4
1.984697,-76.171887,atropello,grave,2024-03-01 06:11:41,Manta,Guayas,nublado,4
