id,fecha,hora,tipo_accidente,provincia,ciudad,direccion,latitud,longitud,estado,victimas,heridos,vehiculos_involucrados,condicion_clima,condicion_via
2028,2025-05-29,14:19,Colisión lateral,Azuay,Cuenca,"Calle Central sector sur, Cuenca, Azuay, Ecuador",-2.8721483,-79.05428,REPORTADO,1,3,2,Cubierto,Buena
2029,2023-03-09,18:46,Colisión múltiple,Guayas,Guayaquil,"Av. Principal y Av. González Suárez, Guayaquil, Guayas, Ecuador",-2.1384591,-79.9618778,CERRADO,0,2,4,Cubierto,Regular
2030,2023-05-22,23:55,Caída de pasajero,Azuay,Cuenca,"Calle Central y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8611087,-78.9567037,ARCHIVADO,5,0,2,Neblina,Buena
2031,2024-05-20,02:38,Volcamiento,Azuay,Paute,"Av. 10 de Agosto parque industrial, Paute, Azuay, Ecuador",-2.789478,-78.7586904,EN_INVESTIGACION,2,1,1,Lluvia,Buena
2032,2023-02-21,17:45,Colisión múltiple,Azuay,Cuenca,"Calle Sucre sector norte, Cuenca, Azuay, Ecuador",-2.8735637,-79.0305974,REPORTADO,0,2,2,Despejado,Mala
2033,2024-09-02,06:43,Colisión lateral,Azuay,Cuenca,"Av. Principal sector sur, Cuenca, Azuay, Ecuador",-2.8635438,-79.0456157,CERRADO,1,3,2,Despejado,Buena
2034,2024-03-21,22:45,Caída de pasajero,Manabí,Manta,"Calle Central y Calle Solano, Manta, Manabí, Ecuador",-0.9901427,-80.6801509,EN_INVESTIGACION,2,1,3,Lluvia,Buena
2035,2024-11-07,11:32,Colisión múltiple,Azuay,Cuenca,"Av. Principal y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8827161,-78.9712113,CERRADO,2,3,2,Cubierto,Buena
2036,2024-01-29,01:22,Salida de vía,Pichincha,Quito,"Calle Ordóñez y Calle Solano, Quito, Pichincha, Ecuador",-0.2088073,-78.4395626,CERRADO,0,0,3,Despejado,Buena
2037,2024-04-19,20:40,Caída de pasajero,El Oro,Machala,"Calle Bolívar y Av. González Suárez, Machala, El Oro, Ecuador",-3.2524455,-79.949111,ARCHIVADO,1,0,2,Cubierto,Regular
2038,2025-06-11,01:00,Salida de vía,Azuay,Gualaceo,"Av. España y Av. González Suárez, Gualaceo, Azuay, Ecuador",-2.8903987,-78.7736856,CERRADO,1,4,3,Lluvia,Regular
2039,2024-04-22,02:40,Colisión múltiple,Azuay,Cuenca,"Calle Bolívar y Calle Solano, Cuenca, Azuay, Ecuador",-2.9071938,-79.0283077,EN_INVESTIGACION,1,0,2,Cubierto,Regular
2040,2025-10-20,08:55,Caída de pasajero,Azuay,Gualaceo,"Calle Central y Calle Solano, Gualaceo, Azuay, Ecuador",-2.8869567,-78.7876491,CERRADO,1,3,3,Cubierto,Regular
2041,2024-03-20,03:34,Colisión lateral,Loja,Loja,"Calle Sucre sector sur, Loja, Loja, Ecuador",-3.9814587,-79.22,REPORTADO,3,2,1,Despejado,Regular
2042,2025-01-07,18:45,Choque con objeto fijo,Pichincha,Quito,"Calle Ordóñez sector sur, Quito, Pichincha, Ecuador",-0.1606472,-78.4282675,REPORTADO,0,0,4,Cubierto,Buena
2043,2024-12-20,13:21,Colisión múltiple,Manabí,Manta,"Av. Loja centro histórico, Manta, Manabí, Ecuador",-0.9845772,-80.7353034,ARCHIVADO,0,1,2,Despejado,Buena
2044,2024-02-21,18:00,Choque con objeto fijo,El Oro,Machala,"Av. 10 de Agosto centro histórico, Machala, El Oro, Ecuador",-3.2802416,-79.9489402,CERRADO,2,0,2,Cubierto,Regular
2045,2025-04-15,02:13,Atropello,Azuay,Gualaceo,"Av. 10 de Agosto centro histórico, Gualaceo, Azuay, Ecuador",-2.8837221,-78.7949001,ARCHIVADO,0,2,2,Cubierto,Buena
2046,2024-02-25,18:36,Salida de vía,Azuay,Cuenca,"Av. Loja sector sur, Cuenca, Azuay, Ecuador",-2.8766849,-79.0217681,EN_INVESTIGACION,1,1,3,Lluvia,Mala
2047,2023-04-23,14:48,Volcamiento,Azuay,Cuenca,"Calle Sucre y Calle Solano, Cuenca, Azuay, Ecuador",-2.9022472,-78.963014,EN_INVESTIGACION,1,1,1,Lluvia,Buena
2048,2023-12-10,09:12,Atropello,El Oro,Machala,"Calle Bolívar y Av. González Suárez, Machala, El Oro, Ecuador",-3.2681817,-79.9573798,EN_INVESTIGACION,0,0,2,Lluvia,Buena
2049,2023-02-26,12:36,Choque con objeto fijo,Azuay,Cuenca,"Calle Bolívar parque industrial, Cuenca, Azuay, Ecuador",-2.9487318,-79.0477401,REPORTADO,1,1,1,Despejado,Regular
2050,2024-09-17,02:08,Caída de pasajero,Azuay,Cuenca,"Calle Bolívar sector sur, Cuenca, Azuay, Ecuador",-2.9242408,-79.0531148,REPORTADO,0,1,3,Despejado,Mala
2051,2025-09-07,10:15,Colisión lateral,Azuay,Cuenca,"Calle Central centro histórico, Cuenca, Azuay, Ecuador",-2.8869625,-79.0132602,REPORTADO,1,1,4,Lluvia,Regular
2052,2025-06-28,13:48,Choque con objeto fijo,Azuay,Cuenca,"Av. Loja sector norte, Cuenca, Azuay, Ecuador",-2.8952855,-79.0384353,CERRADO,2,1,3,Neblina,Regular
2053,2025-03-23,00:43,Atropello,Azuay,Cuenca,"Av. Principal y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9205068,-78.9895176,EN_INVESTIGACION,0,0,1,Cubierto,Mala
2054,2024-10-29,17:25,Salida de vía,Azuay,Paute,"Calle Bolívar centro histórico, Paute, Azuay, Ecuador",-2.7693409,-78.7634875,EN_INVESTIGACION,1,1,2,Cubierto,Mala
2055,2023-06-06,08:51,Atropello,Azuay,Cuenca,"Av. España centro histórico, Cuenca, Azuay, Ecuador",-2.8610616,-78.9982119,CERRADO,2,0,3,Cubierto,Regular
2056,2025-05-24,00:15,Volcamiento,Azuay,Cuenca,"Av. Loja centro histórico, Cuenca, Azuay, Ecuador",-2.893708,-79.0058721,REPORTADO,1,0,1,Despejado,Regular
2057,2023-11-04,00:09,Atropello,Azuay,Cuenca,"Av. Principal y Calle Solano, Cuenca, Azuay, Ecuador",-2.9431606,-79.0469123,ARCHIVADO,1,1,1,Despejado,Regular
2058,2023-05-20,01:55,Choque con objeto fijo,Azuay,Cuenca,"Av. 10 de Agosto sector sur, Cuenca, Azuay, Ecuador",-2.8900088,-79.0218041,EN_INVESTIGACION,3,1,2,Lluvia,Buena
2059,2025-07-05,08:17,Atropello,Azuay,Cuenca,"Av. Principal y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8583732,-79.0152409,ARCHIVADO,0,1,2,Despejado,Regular
2060,2023-01-28,18:23,Colisión múltiple,El Oro,Machala,"Av. Loja y Av. González Suárez, Machala, El Oro, Ecuador",-3.2795031,-79.9424169,EN_INVESTIGACION,1,2,1,Despejado,Buena
2061,2023-11-11,07:08,Salida de vía,Azuay,Cuenca,"Calle Ordóñez y Calle Solano, Cuenca, Azuay, Ecuador",-2.9207647,-79.003353,CERRADO,2,1,2,Despejado,Regular
2062,2023-08-07,18:27,Colisión múltiple,Azuay,Cuenca,"Calle Ordóñez parque industrial, Cuenca, Azuay, Ecuador",-2.8803167,-78.9658736,EN_INVESTIGACION,0,0,1,Despejado,Buena
2063,2024-12-23,04:15,Volcamiento,Azuay,Cuenca,"Av. Loja centro histórico, Cuenca, Azuay, Ecuador",-2.8708809,-78.9882639,ARCHIVADO,2,2,2,Lluvia,Regular
2064,2023-07-31,10:34,Caída de pasajero,Azuay,Cuenca,"Calle Sucre y Calle Solano, Cuenca, Azuay, Ecuador",-2.8821367,-78.9613075,REPORTADO,1,0,2,Cubierto,Buena
2065,2025-08-13,10:53,Colisión múltiple,Azuay,Cuenca,"Av. España parque industrial, Cuenca, Azuay, Ecuador",-2.9205176,-79.0557888,REPORTADO,5,4,3,Despejado,Regular
2066,2023-11-21,12:08,Caída de pasajero,Pichincha,Quito,"Calle Central centro histórico, Quito, Pichincha, Ecuador",-0.2171873,-78.5129374,EN_INVESTIGACION,2,0,2,Neblina,Mala
2067,2024-04-27,20:27,Colisión múltiple,Manabí,Portoviejo,"Calle Ordóñez y Av. González Suárez, Portoviejo, Manabí, Ecuador",-1.0445899,-80.4472773,CERRADO,1,1,1,Lluvia,Mala
2068,2025-10-11,05:38,Salida de vía,Azuay,Cuenca,"Calle Sucre sector sur, Cuenca, Azuay, Ecuador",-2.8907539,-79.0542757,REPORTADO,1,1,2,Despejado,Mala
2069,2023-11-17,19:58,Colisión frontal,Pichincha,Quito,"Calle Bolívar sector norte, Quito, Pichincha, Ecuador",-0.1440955,-78.4960351,REPORTADO,2,0,2,Lluvia,Mala
2070,2024-08-10,00:38,Colisión lateral,Azuay,Cuenca,"Av. 10 de Agosto parque industrial, Cuenca, Azuay, Ecuador",-2.8835944,-79.0002422,CERRADO,1,1,1,Lluvia,Buena
2071,2023-10-11,04:23,Choque con objeto fijo,Azuay,Paute,"Av. Loja y Calle Solano, Paute, Azuay, Ecuador",-2.7880181,-78.7609627,EN_INVESTIGACION,1,1,1,Lluvia,Regular
2072,2023-05-01,03:43,Caída de pasajero,Azuay,Cuenca,"Av. Loja sector sur, Cuenca, Azuay, Ecuador",-2.9406581,-78.9727482,EN_INVESTIGACION,0,2,2,Despejado,Buena
2073,2025-10-03,10:26,Colisión frontal,Azuay,Cuenca,"Av. Principal parque industrial, Cuenca, Azuay, Ecuador",-2.8582602,-78.9909212,REPORTADO,1,0,2,Despejado,Mala
2074,2024-07-12,14:51,Choque con objeto fijo,Azuay,Sigsig,"Av. Loja y Av. González Suárez, Sigsig, Azuay, Ecuador",-3.061897,-78.8029392,EN_INVESTIGACION,2,4,2,Despejado,Buena
2075,2025-09-03,02:22,Volcamiento,Azuay,Cuenca,"Av. Principal y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8772061,-78.9779179,EN_INVESTIGACION,1,3,2,Cubierto,Regular
2076,2024-02-20,04:38,Colisión frontal,Azuay,Cuenca,"Av. Principal parque industrial, Cuenca, Azuay, Ecuador",-2.9382781,-79.0558969,REPORTADO,1,2,2,Lluvia,Regular
2077,2025-09-28,07:53,Caída de pasajero,Azuay,Cuenca,"Calle Sucre sector norte, Cuenca, Azuay, Ecuador",-2.8788863,-79.0202404,REPORTADO,2,0,2,Despejado,Regular
2078,2023-05-06,23:27,Colisión múltiple,Azuay,Cuenca,"Calle Sucre sector norte, Cuenca, Azuay, Ecuador",-2.9246519,-79.0546103,EN_INVESTIGACION,2,1,1,Cubierto,Regular
2079,2024-01-11,22:22,Atropello,Azuay,Gualaceo,"Calle Ordóñez centro histórico, Gualaceo, Azuay, Ecuador",-2.896088,-78.762654,EN_INVESTIGACION,1,0,3,Lluvia,Buena
2080,2025-09-12,07:17,Caída de pasajero,Azuay,Cuenca,"Calle Bolívar parque industrial, Cuenca, Azuay, Ecuador",-2.8543368,-78.9993255,EN_INVESTIGACION,0,4,2,Despejado,Buena
2081,2024-06-03,00:40,Caída de pasajero,Azuay,Cuenca,"Calle Bolívar parque industrial, Cuenca, Azuay, Ecuador",-2.8986539,-79.0473944,ARCHIVADO,0,0,2,Despejado,Buena
2082,2023-09-28,10:06,Colisión frontal,Azuay,Cuenca,"Calle Ordóñez parque industrial, Cuenca, Azuay, Ecuador",-2.8952127,-79.0179021,REPORTADO,1,1,2,Cubierto,Regular
2083,2023-04-18,08:09,Atropello,El Oro,Machala,"Av. España sector norte, Machala, El Oro, Ecuador",-3.2516719,-79.9619764,ARCHIVADO,1,0,2,Despejado,Buena
2084,2025-11-11,01:31,Colisión lateral,Azuay,Cuenca,"Calle Central y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9260701,-79.0464035,CERRADO,3,1,2,Cubierto,Buena
2085,2023-05-21,19:45,Colisión múltiple,El Oro,Huaquillas,"Calle Central sector norte, Huaquillas, El Oro, Ecuador",-3.4813524,-80.2429007,ARCHIVADO,3,1,2,Despejado,Mala
2086,2025-11-20,20:41,Atropello,Azuay,Cuenca,"Av. España sector sur, Cuenca, Azuay, Ecuador",-2.9324103,-78.9571664,EN_INVESTIGACION,0,2,1,Cubierto,Regular
2087,2026-01-03,21:23,Salida de vía,Azuay,Cuenca,"Calle Bolívar sector norte, Cuenca, Azuay, Ecuador",-2.9056896,-79.0027128,EN_INVESTIGACION,0,2,2,Lluvia,Buena
2088,2025-02-28,16:51,Caída de pasajero,Azuay,Cuenca,"Av. 10 de Agosto centro histórico, Cuenca, Azuay, Ecuador",-2.8627381,-78.9563431,ARCHIVADO,1,0,1,Despejado,Mala
2089,2023-03-28,23:48,Colisión frontal,Azuay,Paute,"Calle Central y Calle Solano, Paute, Azuay, Ecuador",-2.7808186,-78.7406258,REPORTADO,3,2,2,Despejado,Buena
2090,2025-11-17,16:32,Colisión lateral,Azuay,Cuenca,"Calle Bolívar y Calle Solano, Cuenca, Azuay, Ecuador",-2.9174059,-79.0253256,CERRADO,2,3,2,Despejado,Buena
2091,2025-11-06,15:45,Caída de pasajero,Azuay,Cuenca,"Calle Central centro histórico, Cuenca, Azuay, Ecuador",-2.9098296,-78.9886493,CERRADO,3,3,1,Despejado,Buena
2092,2025-03-30,17:34,Atropello,Azuay,Cuenca,"Av. 10 de Agosto sector sur, Cuenca, Azuay, Ecuador",-2.8818808,-79.0243761,EN_INVESTIGACION,1,0,3,Cubierto,Buena
2093,2023-08-18,21:42,Choque con objeto fijo,Azuay,Cuenca,"Calle Ordóñez y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.936779,-78.9926604,EN_INVESTIGACION,1,1,1,Cubierto,Buena
2094,2025-12-28,07:03,Salida de vía,Guayas,Guayaquil,"Calle Ordóñez centro histórico, Guayaquil, Guayas, Ecuador",-2.2488679,-79.8757412,CERRADO,0,0,4,Cubierto,Buena
2095,2025-03-04,15:16,Colisión frontal,Azuay,Cuenca,"Av. 10 de Agosto sector sur, Cuenca, Azuay, Ecuador",-2.8807578,-78.9858389,ARCHIVADO,1,0,2,Lluvia,Mala
2096,2025-06-01,01:22,Caída de pasajero,Azuay,Cuenca,"Av. 10 de Agosto y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8747528,-78.9686141,CERRADO,1,2,2,Lluvia,Regular
2097,2023-02-03,23:02,Atropello,Azuay,Paute,"Calle Sucre centro histórico, Paute, Azuay, Ecuador",-2.7833012,-78.7430925,CERRADO,1,2,1,Lluvia,Regular
2098,2024-02-14,03:24,Colisión múltiple,Azuay,Cuenca,"Calle Ordóñez y Calle Solano, Cuenca, Azuay, Ecuador",-2.8881827,-79.037236,EN_INVESTIGACION,2,0,1,Cubierto,Buena
2099,2023-04-28,04:23,Choque con objeto fijo,Pichincha,Quito,"Calle Sucre sector norte, Quito, Pichincha, Ecuador",-0.2565897,-78.5022734,REPORTADO,2,4,1,Neblina,Regular
2100,2024-03-03,18:54,Colisión múltiple,Guayas,Guayaquil,"Av. 10 de Agosto parque industrial, Guayaquil, Guayas, Ecuador",-2.1985146,-79.869563,ARCHIVADO,1,1,1,Despejado,Buena
2101,2024-07-31,07:33,Volcamiento,Azuay,Cuenca,"Av. Principal y Calle Solano, Cuenca, Azuay, Ecuador",-2.8651041,-79.0362754,REPORTADO,1,0,2,Cubierto,Regular
2102,2024-07-23,03:28,Salida de vía,Azuay,Cuenca,"Calle Sucre sector norte, Cuenca, Azuay, Ecuador",-2.937545,-78.959552,ARCHIVADO,2,0,2,Cubierto,Buena
2103,2023-11-18,04:21,Atropello,Azuay,Cuenca,"Calle Ordóñez sector norte, Cuenca, Azuay, Ecuador",-2.9392955,-79.0080509,ARCHIVADO,0,0,1,Despejado,Mala
2104,2025-08-16,14:54,Colisión lateral,Azuay,Cuenca,"Av. Loja sector norte, Cuenca, Azuay, Ecuador",-2.8915436,-79.0017626,REPORTADO,2,1,2,Lluvia,Buena
2105,2025-11-04,00:21,Colisión lateral,Azuay,Cuenca,"Av. 10 de Agosto sector sur, Cuenca, Azuay, Ecuador",-2.9414968,-79.0501973,ARCHIVADO,0,1,1,Despejado,Regular
2106,2024-07-18,15:40,Colisión frontal,Azuay,Cuenca,"Av. 10 de Agosto y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9395517,-78.9973412,ARCHIVADO,0,0,2,Despejado,Regular
2107,2024-09-12,09:09,Colisión frontal,Pichincha,Quito,"Av. Loja y Av. González Suárez, Quito, Pichincha, Ecuador",-0.1736048,-78.5104015,CERRADO,2,0,2,Lluvia,Buena
2108,2024-04-25,14:04,Choque con objeto fijo,Azuay,Gualaceo,"Calle Sucre y Calle Solano, Gualaceo, Azuay, Ecuador",-2.892189,-78.7638973,EN_INVESTIGACION,3,2,3,Lluvia,Buena
2109,2023-09-07,08:50,Colisión lateral,Azuay,Cuenca,"Calle Bolívar parque industrial, Cuenca, Azuay, Ecuador",-2.9459421,-79.006087,ARCHIVADO,0,0,1,Lluvia,Regular
2110,2023-09-12,03:52,Atropello,Pichincha,Quito,"Calle Sucre sector sur, Quito, Pichincha, Ecuador",-0.1504103,-78.5074301,EN_INVESTIGACION,3,2,2,Cubierto,Regular
2111,2024-03-27,08:05,Choque con objeto fijo,Azuay,Paute,"Calle Central y Av. González Suárez, Paute, Azuay, Ecuador",-2.7890669,-78.7465909,REPORTADO,1,0,3,Lluvia,Regular
2112,2024-12-01,02:44,Volcamiento,Azuay,Paute,"Av. Loja sector norte, Paute, Azuay, Ecuador",-2.7713619,-78.7407023,REPORTADO,1,1,1,Despejado,Buena
2113,2024-07-16,01:51,Salida de vía,Azuay,Cuenca,"Calle Ordóñez y Calle Solano, Cuenca, Azuay, Ecuador",-2.891787,-78.9828778,CERRADO,2,1,2,Despejado,Buena
2114,2025-03-09,08:20,Colisión múltiple,Azuay,Cuenca,"Av. Loja y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9136178,-78.9918034,ARCHIVADO,1,4,2,Lluvia,Buena
2115,2025-07-10,08:16,Colisión múltiple,Azuay,Cuenca,"Av. Principal centro histórico, Cuenca, Azuay, Ecuador",-2.9034818,-79.0369064,EN_INVESTIGACION,1,0,1,Cubierto,Mala
2116,2025-04-08,09:04,Colisión frontal,Azuay,Cuenca,"Av. 10 de Agosto y Calle Solano, Cuenca, Azuay, Ecuador",-2.8799262,-79.0002535,EN_INVESTIGACION,0,2,2,Despejado,Buena
2117,2025-09-28,12:15,Colisión lateral,Azuay,Cuenca,"Av. Principal y Calle Solano, Cuenca, Azuay, Ecuador",-2.9142378,-78.9647661,REPORTADO,5,1,2,Despejado,Regular
2118,2023-03-18,12:59,Choque con objeto fijo,Azuay,Cuenca,"Av. Principal y Calle Solano, Cuenca, Azuay, Ecuador",-2.9480066,-79.0243227,CERRADO,1,4,2,Cubierto,Mala
2119,2025-11-28,18:17,Choque con objeto fijo,Azuay,Cuenca,"Calle Central sector sur, Cuenca, Azuay, Ecuador",-2.9444119,-78.9792473,REPORTADO,3,0,3,Despejado,Buena
2120,2023-01-09,02:28,Colisión múltiple,Manabí,Portoviejo,"Calle Bolívar parque industrial, Portoviejo, Manabí, Ecuador",-1.0421736,-80.4654189,ARCHIVADO,1,3,2,Lluvia,Regular
2121,2023-07-31,03:59,Colisión lateral,El Oro,Machala,"Calle Ordóñez y Calle Solano, Machala, El Oro, Ecuador",-3.2475602,-79.9615438,ARCHIVADO,2,4,1,Despejado,Mala
2122,2024-12-31,10:54,Salida de vía,Azuay,Cuenca,"Calle Ordóñez sector norte, Cuenca, Azuay, Ecuador",-2.8744746,-79.0104816,EN_INVESTIGACION,1,2,2,Cubierto,Regular
2123,2025-02-05,05:14,Colisión lateral,Loja,Catamayo,"Calle Ordóñez parque industrial, Catamayo, Loja, Ecuador",-3.9859316,-79.3536581,REPORTADO,2,2,2,Lluvia,Mala
2124,2024-01-04,12:40,Salida de vía,Guayas,Guayaquil,"Calle Sucre y Av. González Suárez, Guayaquil, Guayas, Ecuador",-2.2292593,-79.9490284,ARCHIVADO,2,4,2,Cubierto,Buena
2125,2024-09-13,13:44,Atropello,Azuay,Cuenca,"Av. España centro histórico, Cuenca, Azuay, Ecuador",-2.8916457,-78.9589678,ARCHIVADO,2,0,3,Lluvia,Regular
2126,2025-02-09,10:42,Volcamiento,Pichincha,Quito,"Av. Loja sector sur, Quito, Pichincha, Ecuador",-0.2002457,-78.5378741,ARCHIVADO,1,2,1,Despejado,Mala
2127,2023-09-12,15:58,Salida de vía,Azuay,Cuenca,"Calle Ordóñez y Calle Solano, Cuenca, Azuay, Ecuador",-2.9161695,-79.0053068,ARCHIVADO,0,1,2,Cubierto,Buena
2128,2023-08-31,22:07,Salida de vía,Azuay,Cuenca,"Av. Loja sector norte, Cuenca, Azuay, Ecuador",-2.9339077,-78.9900898,REPORTADO,1,2,2,Despejado,Mala
2129,2025-03-31,06:52,Colisión múltiple,Guayas,Guayaquil,"Av. Principal y Calle Solano, Guayaquil, Guayas, Ecuador",-2.1097601,-79.8960217,CERRADO,2,1,2,Cubierto,Regular
2130,2024-05-28,21:08,Colisión múltiple,Azuay,Cuenca,"Calle Central parque industrial, Cuenca, Azuay, Ecuador",-2.9146271,-79.0158296,ARCHIVADO,1,2,4,Despejado,Buena
2131,2024-11-05,00:39,Atropello,Pichincha,Quito,"Av. 10 de Agosto y Calle Solano, Quito, Pichincha, Ecuador",-0.2422766,-78.4064762,REPORTADO,0,0,4,Lluvia,Regular
2132,2024-10-31,13:04,Salida de vía,Guayas,Guayaquil,"Calle Central centro histórico, Guayaquil, Guayas, Ecuador",-2.2030279,-79.9063361,ARCHIVADO,0,0,1,Lluvia,Regular
2133,2023-06-29,07:00,Colisión frontal,Azuay,Cuenca,"Av. Loja parque industrial, Cuenca, Azuay, Ecuador",-2.884131,-79.0116967,EN_INVESTIGACION,1,1,4,Lluvia,Regular
2134,2025-04-09,15:08,Volcamiento,Guayas,Guayaquil,"Calle Bolívar y Calle Solano, Guayaquil, Guayas, Ecuador",-2.1656826,-79.9584686,REPORTADO,1,0,1,Cubierto,Mala
2135,2025-04-25,11:20,Salida de vía,Azuay,Cuenca,"Calle Central centro histórico, Cuenca, Azuay, Ecuador",-2.8687277,-78.9618496,EN_INVESTIGACION,0,0,4,Cubierto,Mala
2136,2023-06-17,16:46,Salida de vía,Azuay,Cuenca,"Av. España y Calle Solano, Cuenca, Azuay, Ecuador",-2.8852235,-78.9604434,ARCHIVADO,1,1,2,Cubierto,Regular
2137,2023-08-27,22:40,Salida de vía,Azuay,Cuenca,"Calle Bolívar sector sur, Cuenca, Azuay, Ecuador",-2.9349568,-79.0081584,EN_INVESTIGACION,1,1,2,Cubierto,Buena
2138,2023-10-29,07:50,Colisión lateral,Azuay,Cuenca,"Calle Bolívar parque industrial, Cuenca, Azuay, Ecuador",-2.8899193,-78.9977263,EN_INVESTIGACION,4,0,3,Despejado,Mala
2139,2023-07-28,05:24,Volcamiento,Pichincha,Quito,"Calle Ordóñez centro histórico, Quito, Pichincha, Ecuador",-0.1964661,-78.4937065,CERRADO,2,1,2,Lluvia,Mala
2140,2025-04-28,08:16,Choque con objeto fijo,Azuay,Gualaceo,"Av. España y Av. González Suárez, Gualaceo, Azuay, Ecuador",-2.912627,-78.7810303,ARCHIVADO,2,2,2,Despejado,Mala
2141,2024-03-31,07:02,Salida de vía,Azuay,Cuenca,"Av. España y Calle Solano, Cuenca, Azuay, Ecuador",-2.9338339,-78.9824634,REPORTADO,1,1,1,Despejado,Regular
2142,2023-04-25,20:58,Salida de vía,Azuay,Cuenca,"Av. Loja sector sur, Cuenca, Azuay, Ecuador",-2.9292169,-79.0500435,ARCHIVADO,3,0,3,Cubierto,Regular
2143,2025-03-10,07:29,Atropello,Azuay,Cuenca,"Calle Central sector sur, Cuenca, Azuay, Ecuador",-2.8948634,-78.996377,EN_INVESTIGACION,3,4,2,Despejado,Buena
2144,2026-01-01,00:11,Caída de pasajero,Azuay,Cuenca,"Calle Sucre parque industrial, Cuenca, Azuay, Ecuador",-2.8629087,-78.9982018,ARCHIVADO,1,0,2,Lluvia,Regular
2145,2025-09-28,18:20,Caída de pasajero,Azuay,Cuenca,"Calle Central centro histórico, Cuenca, Azuay, Ecuador",-2.9155519,-78.9755988,EN_INVESTIGACION,1,1,2,Despejado,Buena
2146,2025-07-22,00:13,Salida de vía,Azuay,Cuenca,"Av. Loja sector norte, Cuenca, Azuay, Ecuador",-2.8960721,-79.047972,ARCHIVADO,4,1,2,Despejado,Buena
2147,2023-11-25,06:13,Colisión frontal,Azuay,Cuenca,"Av. Principal centro histórico, Cuenca, Azuay, Ecuador",-2.8935149,-78.9650981,REPORTADO,1,4,1,Lluvia,Regular
2148,2024-06-01,20:35,Atropello,Azuay,Cuenca,"Calle Ordóñez y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9104687,-79.0262674,EN_INVESTIGACION,2,0,2,Cubierto,Regular
2149,2024-04-15,22:27,Caída de pasajero,Azuay,Cuenca,"Av. España centro histórico, Cuenca, Azuay, Ecuador",-2.9357531,-79.0407554,CERRADO,0,0,1,Despejado,Buena
2150,2025-08-20,08:53,Colisión lateral,Azuay,Cuenca,"Av. 10 de Agosto parque industrial, Cuenca, Azuay, Ecuador",-2.9068229,-78.996332,EN_INVESTIGACION,1,2,2,Despejado,Buena
2151,2024-11-01,11:21,Colisión lateral,Azuay,Cuenca,"Av. Principal y Calle Solano, Cuenca, Azuay, Ecuador",-2.9420385,-78.9619431,CERRADO,3,0,1,Despejado,Regular
2152,2025-05-29,05:13,Colisión frontal,Azuay,Cuenca,"Av. Principal y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8745866,-78.9972376,ARCHIVADO,0,1,1,Despejado,Buena
2153,2024-01-25,21:17,Atropello,Azuay,Cuenca,"Av. España y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8672561,-79.0478813,ARCHIVADO,1,0,1,Cubierto,Regular
2154,2023-08-18,13:45,Salida de vía,Pichincha,Quito,"Calle Bolívar y Calle Solano, Quito, Pichincha, Ecuador",-0.1844058,-78.4469851,ARCHIVADO,2,2,2,Lluvia,Buena
2155,2024-02-27,00:16,Caída de pasajero,Azuay,Cuenca,"Av. España sector norte, Cuenca, Azuay, Ecuador",-2.8672347,-78.977553,REPORTADO,3,1,2,Despejado,Buena
2156,2024-08-17,23:21,Colisión frontal,Azuay,Cuenca,"Calle Central sector norte, Cuenca, Azuay, Ecuador",-2.9223931,-78.961812,REPORTADO,1,0,2,Cubierto,Regular
2157,2024-08-28,03:07,Caída de pasajero,Azuay,Cuenca,"Av. Principal sector norte, Cuenca, Azuay, Ecuador",-2.9376654,-78.9683866,REPORTADO,2,4,2,Cubierto,Regular
2158,2024-02-04,03:21,Atropello,Azuay,Cuenca,"Calle Sucre sector norte, Cuenca, Azuay, Ecuador",-2.853006,-79.0381846,EN_INVESTIGACION,2,2,1,Lluvia,Regular
2159,2024-01-31,14:41,Colisión múltiple,Azuay,Cuenca,"Av. España y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8778934,-79.0518714,CERRADO,3,2,4,Lluvia,Buena
2160,2024-11-27,23:55,Volcamiento,Loja,Loja,"Calle Sucre y Calle Solano, Loja, Loja, Ecuador",-3.9986746,-79.203023,REPORTADO,0,3,2,Lluvia,Buena
2161,2025-08-06,14:45,Atropello,Azuay,Cuenca,"Av. 10 de Agosto y Calle Solano, Cuenca, Azuay, Ecuador",-2.8920355,-78.9623063,EN_INVESTIGACION,0,1,2,Despejado,Buena
2162,2025-12-28,16:00,Colisión múltiple,Azuay,Paute,"Calle Central centro histórico, Paute, Azuay, Ecuador",-2.7781325,-78.7505617,ARCHIVADO,0,3,3,Lluvia,Buena
